date,R_cong_obs,curtail_payment,replacement,curtailed_MWh,binding_periods
2023-02-13,0.0,0.0,0.0,0.0,0
2023-02-14,0.0,0.0,0.0,0.0,0
2023-02-15,1425658.3469397526,332555.6550833322,1093102.69185642,7210.279166666649,48
2023-02-16,232857.17036277274,89425.03426388891,143432.1360988839,1408.5895833333338,4
2023-02-17,6507738.523634604,2864422.0084744073,3643316.5151602295,42253.8303787127,48
2023-02-18,1139128.8470138896,570419.740305555,568709.1067083322,7758.140277777787,17
2023-02-19,5246761.681727591,1962070.4491041566,3284691.2326234216,29693.42500000003,33
2023-02-20,9163935.170967689,4012660.2677647416,5151274.903202888,56242.24079861099,48
2023-02-21,0.0,0.0,0.0,0.0,0
2023-02-22,238869.90807638864,76809.86944444447,162060.03863194428,1168.5597222222227,11
2023-02-23,1367928.1303427995,390807.9741874996,977120.1561553031,6658.897916666663,21
2023-02-24,1218913.9190803755,404042.9148003477,814871.0042800254,7225.1477430555615,48
2023-02-25,0.0,0.0,0.0,0.0,0
2023-02-26,0.0,0.0,0.0,0.0,0
2023-02-27,0.0,0.0,0.0,0.0,0
2023-02-28,0.0,0.0,0.0,0.0,0
2023-03-01,22277.349374999994,7704.719666666665,14572.629708333332,113.575,5
2023-03-02,0.0,0.0,0.0,0.0,0
2023-03-03,0.0,0.0,0.0,0.0,0
2023-03-04,0.0,0.0,0.0,0.0,0
2023-03-05,0.0,0.0,0.0,0.0,0
2023-03-06,139852.38250000004,42613.63888888889,97238.7436111111,655.5944444444444,7
2023-03-07,0.0,0.0,0.0,0.0,0
2023-03-08,0.0,0.0,0.0,0.0,0
2023-03-09,0.0,0.0,0.0,0.0,0
2023-03-10,0.0,0.0,0.0,0.0,0
2023-03-11,0.0,0.0,0.0,0.0,0
2023-03-12,0.0,0.0,0.0,0.0,0
2023-03-13,2727364.0595625006,1031376.5204375009,1695987.5391250034,16325.15902777779,33
2023-03-14,0.0,0.0,0.0,0.0,0
2023-03-15,0.0,0.0,0.0,0.0,0
2023-03-16,0.0,0.0,0.0,0.0,0
2023-03-17,0.0,0.0,0.0,0.0,0
2023-03-18,0.0,0.0,0.0,0.0,0
2023-03-19,0.0,0.0,0.0,0.0,0
2023-03-20,0.0,0.0,0.0,0.0,0
2023-03-21,1336320.013266084,515650.0251805548,820669.9880855276,8375.997569444451,17
2023-03-22,12095627.9698165,5627698.345703819,6467929.624112652,78552.33475639095,48
2023-03-23,411375.5082853068,220701.6263072918,190673.88197801544,2909.9614583333328,48
2023-03-24,0.0,0.0,0.0,0.0,0
2023-03-25,0.0,0.0,0.0,0.0,0
2023-03-26,39573.44200000001,5855.585249999999,33717.85675,248.89583333333346,7
2023-03-27,38114.90066666666,13322.329166666663,24792.5715,167.81666666666672,6
2023-03-28,0.0,0.0,0.0,0.0,0
2023-03-29,1203685.6233611125,358785.5276666664,844900.0956944448,7292.849305555564,26
2023-03-30,4653.7941666666675,2180.5,2473.2941666666675,24.500000000000007,9
2023-03-31,0.0,0.0,0.0,0.0,0
